path,filename,category,article_or_summary
input_data\BBC News Summary\News Articles\tech\379.txt,379.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\380.txt,380.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\381.txt,381.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\382.txt,382.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\383.txt,383.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\384.txt,384.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\385.txt,385.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\386.txt,386.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\387.txt,387.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\388.txt,388.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\389.txt,389.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\390.txt,390.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\391.txt,391.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\392.txt,392.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\393.txt,393.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\394.txt,394.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\395.txt,395.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\396.txt,396.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\397.txt,397.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\398.txt,398.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\399.txt,399.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\400.txt,400.txt,tech,News Articles
input_data\BBC News Summary\News Articles\tech\401.txt,401.txt,tech,News Articles
input_data\BBC News Summary\Summaries\business\001.txt,001.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\002.txt,002.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\003.txt,003.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\004.txt,004.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\005.txt,005.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\006.txt,006.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\007.txt,007.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\008.txt,008.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\009.txt,009.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\010.txt,010.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\011.txt,011.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\012.txt,012.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\013.txt,013.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\014.txt,014.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\015.txt,015.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\016.txt,016.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\017.txt,017.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\018.txt,018.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\019.txt,019.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\020.txt,020.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\021.txt,021.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\022.txt,022.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\023.txt,023.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\024.txt,024.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\025.txt,025.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\026.txt,026.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\027.txt,027.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\028.txt,028.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\029.txt,029.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\030.txt,030.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\031.txt,031.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\032.txt,032.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\033.txt,033.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\034.txt,034.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\035.txt,035.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\036.txt,036.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\037.txt,037.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\038.txt,038.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\039.txt,039.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\040.txt,040.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\041.txt,041.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\042.txt,042.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\043.txt,043.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\044.txt,044.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\045.txt,045.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\046.txt,046.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\047.txt,047.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\048.txt,048.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\049.txt,049.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\050.txt,050.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\051.txt,051.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\052.txt,052.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\053.txt,053.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\054.txt,054.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\055.txt,055.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\056.txt,056.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\057.txt,057.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\058.txt,058.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\059.txt,059.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\060.txt,060.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\061.txt,061.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\062.txt,062.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\063.txt,063.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\064.txt,064.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\065.txt,065.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\066.txt,066.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\067.txt,067.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\068.txt,068.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\069.txt,069.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\070.txt,070.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\071.txt,071.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\072.txt,072.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\073.txt,073.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\074.txt,074.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\075.txt,075.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\076.txt,076.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\077.txt,077.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\078.txt,078.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\079.txt,079.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\080.txt,080.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\081.txt,081.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\082.txt,082.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\083.txt,083.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\084.txt,084.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\085.txt,085.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\086.txt,086.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\087.txt,087.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\088.txt,088.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\089.txt,089.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\090.txt,090.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\091.txt,091.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\092.txt,092.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\093.txt,093.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\094.txt,094.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\095.txt,095.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\096.txt,096.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\097.txt,097.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\098.txt,098.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\099.txt,099.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\100.txt,100.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\101.txt,101.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\102.txt,102.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\103.txt,103.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\104.txt,104.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\105.txt,105.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\106.txt,106.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\107.txt,107.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\108.txt,108.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\109.txt,109.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\110.txt,110.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\111.txt,111.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\112.txt,112.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\113.txt,113.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\114.txt,114.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\115.txt,115.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\116.txt,116.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\117.txt,117.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\118.txt,118.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\119.txt,119.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\120.txt,120.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\121.txt,121.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\122.txt,122.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\123.txt,123.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\124.txt,124.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\125.txt,125.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\126.txt,126.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\127.txt,127.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\128.txt,128.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\129.txt,129.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\130.txt,130.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\131.txt,131.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\132.txt,132.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\133.txt,133.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\134.txt,134.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\135.txt,135.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\136.txt,136.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\137.txt,137.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\138.txt,138.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\139.txt,139.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\140.txt,140.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\141.txt,141.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\142.txt,142.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\143.txt,143.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\144.txt,144.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\145.txt,145.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\146.txt,146.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\147.txt,147.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\148.txt,148.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\149.txt,149.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\150.txt,150.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\151.txt,151.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\152.txt,152.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\153.txt,153.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\154.txt,154.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\155.txt,155.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\156.txt,156.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\157.txt,157.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\158.txt,158.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\159.txt,159.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\160.txt,160.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\161.txt,161.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\162.txt,162.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\163.txt,163.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\164.txt,164.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\165.txt,165.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\166.txt,166.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\167.txt,167.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\168.txt,168.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\169.txt,169.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\170.txt,170.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\171.txt,171.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\172.txt,172.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\173.txt,173.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\174.txt,174.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\175.txt,175.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\176.txt,176.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\177.txt,177.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\178.txt,178.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\179.txt,179.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\180.txt,180.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\181.txt,181.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\182.txt,182.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\183.txt,183.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\184.txt,184.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\185.txt,185.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\186.txt,186.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\187.txt,187.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\188.txt,188.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\189.txt,189.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\190.txt,190.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\191.txt,191.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\192.txt,192.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\193.txt,193.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\194.txt,194.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\195.txt,195.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\196.txt,196.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\197.txt,197.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\198.txt,198.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\199.txt,199.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\200.txt,200.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\201.txt,201.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\202.txt,202.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\203.txt,203.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\204.txt,204.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\205.txt,205.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\206.txt,206.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\207.txt,207.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\208.txt,208.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\209.txt,209.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\210.txt,210.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\211.txt,211.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\212.txt,212.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\213.txt,213.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\214.txt,214.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\215.txt,215.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\216.txt,216.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\217.txt,217.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\218.txt,218.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\219.txt,219.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\220.txt,220.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\221.txt,221.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\222.txt,222.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\223.txt,223.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\224.txt,224.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\225.txt,225.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\226.txt,226.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\227.txt,227.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\228.txt,228.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\229.txt,229.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\230.txt,230.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\231.txt,231.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\232.txt,232.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\233.txt,233.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\234.txt,234.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\235.txt,235.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\236.txt,236.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\237.txt,237.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\238.txt,238.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\239.txt,239.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\240.txt,240.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\241.txt,241.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\242.txt,242.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\243.txt,243.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\244.txt,244.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\245.txt,245.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\246.txt,246.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\247.txt,247.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\248.txt,248.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\249.txt,249.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\250.txt,250.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\251.txt,251.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\252.txt,252.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\253.txt,253.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\254.txt,254.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\255.txt,255.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\256.txt,256.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\257.txt,257.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\258.txt,258.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\259.txt,259.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\260.txt,260.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\261.txt,261.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\262.txt,262.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\263.txt,263.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\264.txt,264.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\265.txt,265.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\266.txt,266.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\267.txt,267.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\268.txt,268.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\269.txt,269.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\270.txt,270.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\271.txt,271.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\272.txt,272.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\273.txt,273.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\274.txt,274.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\275.txt,275.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\276.txt,276.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\277.txt,277.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\278.txt,278.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\279.txt,279.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\280.txt,280.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\281.txt,281.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\282.txt,282.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\283.txt,283.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\284.txt,284.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\285.txt,285.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\286.txt,286.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\287.txt,287.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\288.txt,288.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\289.txt,289.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\290.txt,290.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\291.txt,291.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\292.txt,292.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\293.txt,293.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\294.txt,294.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\295.txt,295.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\296.txt,296.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\297.txt,297.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\298.txt,298.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\299.txt,299.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\300.txt,300.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\301.txt,301.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\302.txt,302.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\303.txt,303.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\304.txt,304.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\305.txt,305.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\306.txt,306.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\307.txt,307.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\308.txt,308.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\309.txt,309.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\310.txt,310.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\311.txt,311.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\312.txt,312.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\313.txt,313.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\314.txt,314.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\315.txt,315.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\316.txt,316.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\317.txt,317.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\318.txt,318.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\319.txt,319.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\320.txt,320.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\321.txt,321.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\322.txt,322.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\323.txt,323.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\324.txt,324.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\325.txt,325.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\326.txt,326.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\327.txt,327.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\328.txt,328.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\329.txt,329.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\330.txt,330.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\331.txt,331.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\332.txt,332.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\333.txt,333.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\334.txt,334.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\335.txt,335.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\336.txt,336.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\337.txt,337.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\338.txt,338.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\339.txt,339.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\340.txt,340.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\341.txt,341.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\342.txt,342.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\343.txt,343.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\344.txt,344.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\345.txt,345.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\346.txt,346.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\347.txt,347.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\348.txt,348.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\349.txt,349.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\350.txt,350.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\351.txt,351.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\352.txt,352.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\353.txt,353.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\354.txt,354.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\355.txt,355.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\356.txt,356.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\357.txt,357.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\358.txt,358.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\359.txt,359.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\360.txt,360.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\361.txt,361.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\362.txt,362.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\363.txt,363.txt,business,Summaries
input_data\BBC News Summary\Summaries\business\364.txt,364.txt,business,Summaries
